Web_ID,Region_of_Incident,Reported_Date,Reported_Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_Description,Information_Source,Migration_Route,URL,UNSD_Geographical_Grouping,Source_Quality,lat,long
46001,US-Mexico Border,5-Aug-18,2018,Aug,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,31.6898446,-111.1652687
46003,US-Mexico Border,5-Aug-18,2018,Aug,1,0,1,0,0,1,0,Drowning,"Cochise County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,31.382007,-110.076391
51261,North Africa,5-Aug-18,2018,Aug,2,0,2,0,2,0,0,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,25.038424,14.133983
51262,Sub-Saharan Africa,5-Aug-18,2018,Aug,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Bafata, Guinea-Bissau",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,12.639167,-8.002778
51263,Sub-Saharan Africa,5-Aug-18,2018,Aug,2,0,2,0,0,2,2,Vehicle Accident,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,10.4875,-5.653611
45875,Central America,4-Aug-18,2018,Aug,1,0,1,0,0,1,0,Fall from train,"Train tracks near Estación Berrendos, Charcas, San Luis Potosí, Mexico","Plano Informativo, Pulso - Diario de San Luis", ,"https://bit.ly/2KyDJ7M, https://bit.ly/2BLDRlf",Central America,3,23.1278889,-101.1136153
51258,North Africa,4-Aug-18,2018,Aug,1,0,1,0,1,0,0,"Starvation, Excessive Physical Abuse, Sexual abuse","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,26.997655,14.295703
51259,North Africa,4-Aug-18,2018,Aug,1,0,1,0,0,1,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,18.07428,34.434549
51260,Sub-Saharan Africa,4-Aug-18,2018,Aug,1,0,1,0,1,0,0,Unknown,"Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,12.483333,1.516667
45998,US-Mexico Border,3-Aug-18,2018,Aug,1,0,1,0,0,1,0,Exposure,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,32.3935106,-112.8485719
48332,Middle East,3-Aug-18,2018,Aug,1,0,1,0,0,1,0,Shot,"Syria-Turkey border, Idlib Governorate, Syria",Syrian Observatory for Human Rights, ,http://www.syriahr.com/en/?p=99510,Western Asia,4,35.95430211,36.21361605
51255,Horn of Africa,3-Aug-18,2018,Aug,1,0,1,0,0,1,0,Shot or stabbed,"Near Mandera, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,9.949495,44.696042
51256,Sub-Saharan Africa,3-Aug-18,2018,Aug,1,0,1,0,0,1,1,Sickness and lack of access to medicines,"Zinder, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,13.805278,8.988333
51257,Sub-Saharan Africa,3-Aug-18,2018,Aug,2,0,2,0,0,2,2,Vehicle Accident,"Koro, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,14.063889,-3.075278
45837,South Asia,2-Aug-18,2018,Aug,5,0,5,15,0,0,0,Vehicle Accident,"Unspecified location on highway between Khash and Saravan, Iran","EASO Social Media Monitoring Report, Aftab News", ,https://bit.ly/2OkVNEQ,Southern Asia,3,28.00839052,61.44204987
45995,US-Mexico Border,2-Aug-18,2018,Aug,1,0,1,0,0,1,0,Exposure,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,32.0577019,-112.1430215
48331,Middle East,2-Aug-18,2018,Aug,1,0,1,0,0,0,0,Shot,"Syrian/Turkish border, Idlib province, Syria",Syrian Observatory for Human Rights, ,http://www.syriahr.com/en/?p=99358,Western Asia,4,35.95086309,36.28470807
51252,North Africa,2-Aug-18,2018,Aug,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,25.259769,14.170818
51253,Horn of Africa,2-Aug-18,2018,Aug,3,0,3,0,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Near Hamaresa, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,8.36622,39.466646
51254,Sub-Saharan Africa,2-Aug-18,2018,Aug,1,0,1,0,0,1,0,Vehicle Accident,"Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,12.483333,1.516667
45819,Europe,1-Aug-18,2018,Aug,2,0,2,0,0,0,0,Shot,"Road near Dobrinci, 45km northwest of Belgrade, Serbia",Reuters,Western Balkans,https://reut.rs/2McCvRp,Southern Europe,1,44.9744497,19.92084226
45851,US-Mexico Border,1-Aug-18,2018,Aug,38,0,38,0,0,0,0,Mixed,"Webb County jurisdiction, Texas",Webb County Office of the Medical Examiner via KGNS,Central America to US,https://bit.ly/2LKRYMn,Northern America,1,27.8174487,-99.0128926
45993,US-Mexico Border,1-Aug-18,2018,Aug,1,0,1,0,0,1,0,Exposure,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,31.93497319,-112.8407076
46121,South America,1-Aug-18,2018,Aug,1,0,1,0,1,0,0,Presumed drowning,"Táchira river, near International Bridge Simón Bolívar, Táchira, Venezuela","La Nación, La Opinión", ,"https://bit.ly/2QGiA2N, https://bit.ly/2O0bRLZ",South America,3,7.818634,-72.450832
51249,North Africa,1-Aug-18,2018,Aug,2,0,2,0,0,2,0,"Sickness and lack of access to medicines, Starvation, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,23.092959,22.659192
51250,North Africa,1-Aug-18,2018,Aug,1,0,1,0,0,0,0,Unknown,"Near Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,29.625085,20.386066
51251,Sub-Saharan Africa,1-Aug-18,2018,Aug,1,0,1,0,1,0,0,"Sickness and lack of access to medicines, Starvation, Dehydration","Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,11.183333,-4.283333
45832,US-Mexico Border,31-Jul-18,2018,Jul,1,0,1,0,0,1,0,Unknown,"Near Pharr, Hidalgo County, Texas, USA",US Border Patrol,Central America to US,https://bit.ly/2OFQIaS,Northern America,5,26.15417936,-98.178919
51246,North Africa,31-Jul-18,2018,Jul,1,0,1,0,0,1,0,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.14317,23.823002
51247,Horn of Africa,31-Jul-18,2018,Jul,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Near Hargeisa, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,9.511606,44.059039
51248,Sub-Saharan Africa,31-Jul-18,2018,Jul,2,0,2,0,0,2,0,Vehicle Accident,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,10.4875,-5.653611
45815,US-Mexico Border,30-Jul-18,2018,Jul,1,0,1,0,0,1,0,Drowning,"Irrigation Canal, Felicity, Imperial County, California, USA",Imperial County Coroner's Office,Central America to US, ,Northern America,5,32.65909363,-115.5902407
45817,Mediterranean,30-Jul-18,2018,Jul,1,0,1,2,0,1,0,Drowning,"Off the coast of Achakkar, Tangier, Morocco",Tanja7,Western Mediterranean,https://bit.ly/2v1HNZl,Uncategorized,1,35.839071,-5.940122119
45818,US-Mexico Border,30-Jul-18,2018,Jul,1,0,1,0,0,1,0,Drowning,"Irrigation canal near Clint, El Paso County, Texas, USA","US Border Patrol, El Paso Times",Central America to US,"https://bit.ly/2OC4KcR, https://bit.ly/2NWUnjy",Northern America,5,31.58363647,-106.2268486
45829,US-Mexico Border,30-Jul-18,2018,Jul,1,0,1,0,0,0,0,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,32.1244013,-111.7223575
45830,US-Mexico Border,30-Jul-18,2018,Jul,1,0,1,0,0,0,0,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,31.9838709,-112.8219419
45831,North Africa,30-Jul-18,2018,Jul,3,0,3,0,0,3,0,Unknown,"100km west of Al Jaghbub, Libya",Ean Libya, ,https://bit.ly/2M75OYw,Northern Africa,1,29.80195092,24.17214306
51240,North Africa,30-Jul-18,2018,Jul,2,0,2,0,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,25.607538,13.911151
51241,Horn of Africa,30-Jul-18,2018,Jul,1,0,1,0,0,1,0,Shot or stabbed,"Moyale, Ethiopia, on border with Kenya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,3.536064,39.065407
51242,North Africa,30-Jul-18,2018,Jul,2,0,2,0,0,2,0,"Starvation, Dehydration","Sahara desert, near Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,29.1299,20.360782
51243,Horn of Africa,30-Jul-18,2018,Jul,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Kismayo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,-0.310591,42.39613
51244,North Africa,30-Jul-18,2018,Jul,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,31.723048,14.025968
51245,Sub-Saharan Africa,30-Jul-18,2018,Jul,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,12.483333,1.516667
45795,Mediterranean,29-Jul-18,2018,Jul,6,0,6,10,2,1,3,Drowning,"Between Ayvalik, Turkey and Lesvos, Greece","Turkish Coast Guard, Ekathimerini, La Vanguardia",Eastern Mediterranean,"https://bit.ly/2mTgbBf, https://bit.ly/2v2gluh",Uncategorized,5,39.25381588,26.5701641
45816,Europe,29-Jul-18,2018,Jul,1,0,1,0,0,1,1,Drowning,"Evros/Meriç river, Greece-Turkey border",Ekathimerini, ,https://bit.ly/2Axy3vc,Southern Europe,1,40.91451136,26.26050967
51237,North Africa,29-Jul-18,2018,Jul,1,0,1,0,1,0,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,20.610678,27.916851
51238,North Africa,29-Jul-18,2018,Jul,1,0,1,0,1,0,0,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation","Metema, Ethiopia-Sudan border",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,12.953846,36.152215
51239,North Africa,29-Jul-18,2018,Jul,2,0,2,0,1,1,0,"Sickness and lack of access to medicines, Dehydration","Sahara desert, near Wadi Halfa, Sudan, on border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.818949,31.378376
45838,Middle East,28-Jul-18,2018,Jul,6,0,6,0,0,0,0,Struck by lightning bolt,"Jazan province, Saudi Arabia, near border with Yemen","Al-Marsd, GDN", ,"https://bit.ly/2OpwBh0, https://bit.ly/2mRypCZ",Western Asia,1,16.58354194,42.85099831
48330,Middle East,28-Jul-18,2018,Jul,2,0,2,0,0,0,0,Shot,"Syria-Turkey border, Idlib Governorate, Syria",Syrian Observatory for Human Rights, ,http://www.syriahr.com/en/?p=99054,Western Asia,4,36.03741505,36.38152877
51232,North Africa,28-Jul-18,2018,Jul,1,0,1,0,1,0,0,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,20.610678,27.916851
51233,North Africa,28-Jul-18,2018,Jul,1,0,1,0,1,0,0,"Excessive Physical Abuse, Sexual abuse","Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,18.07428,34.434549
51234,Horn of Africa,28-Jul-18,2018,Jul,3,0,3,0,1,1,0,"Sickness and lack of access to medicines, Starvation","Mitsiwa, Eritrea",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,15.58014,39.443588
51235,Horn of Africa,28-Jul-18,2018,Jul,1,0,1,0,0,1,0,Shot or stabbed,"Near Negele, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,5.321172,39.569408
51236,Sub-Saharan Africa,28-Jul-18,2018,Jul,1,0,1,0,0,1,0,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,13.45,-6.266667
51537,US-Mexico Border,28-Jul-18,2018,Jul,1,0,1,0,0,1,0,Drowning,"All American Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,Central America to US, ,Northern America,5,32.71264677,-114.9430239
51230,North Africa,27-Jul-18,2018,Jul,3,0,3,0,0,0,0,Dehydration,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.45206,24.135751
51231,Horn of Africa,27-Jul-18,2018,Jul,1,0,1,0,1,0,0,Sickness and lack of access to medicines,"Liboi, Kenya-Somalia border",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,0.345906,40.882634
45793,US-Mexico Border,26-Jul-18,2018,Jul,1,0,1,0,0,0,0,Unknown,"Ranch near Falfurrias, Brooks County, Texas, USA",US Border Patrol,Central America to US,https://bit.ly/2v3hXmS,Northern America,5,27.01836874,-98.32654037
51228,North Africa,26-Jul-18,2018,Jul,1,0,1,0,1,0,1,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,20.610678,27.916851
51229,North Africa,26-Jul-18,2018,Jul,1,0,1,0,1,0,0,"Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,19.635357,27.103538
45761,Mediterranean,25-Jul-18,2018,Jul,2,0,2,0,0,2,0,Presumed drowning,"Bodies recovered in Tajoura, Libya",IOM Libya,Central Mediterranean, ,Uncategorized,4,32.8717829,13.41616678
51226,North Africa,25-Jul-18,2018,Jul,1,0,1,0,0,0,0,Vehicle Accident,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,18.07428,34.434549
51227,Horn of Africa,25-Jul-18,2018,Jul,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Near Dhobley, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,2.5,42.329444
45755,Mediterranean,24-Jul-18,2018,Jul,0,10,10,32,0,0,0,Drowning,"Alboran Sea, off the coast of Al-Hoceima, Morocco","Caminando Fronteras, Asociación Pro Derechos Humanos de Andalucía",Western Mediterranean,"https://bit.ly/2uLLphN, https://bit.ly/2LTO3sg, https://bit.ly/2Ok9VPw",Uncategorized,4,35.53564,-4.027877171
45756,US-Mexico Border,24-Jul-18,2018,Jul,1,0,1,0,0,1,0,Drowning,"Río Bravo, near International Bridge I, Nuevo Laredo, Tamaulipas, Mexico",Expreso,Central America to US,https://bit.ly/2OjLlhJ,Central America,1,27.49922382,-99.5076524
45757,US-Mexico Border,24-Jul-18,2018,Jul,1,0,1,1,0,1,0,Cardiac arrest,"Ranch near Sullivan City, Hidalgo County, Texas, USA",US Border Patrol,Central America to US,https://bit.ly/2LPplcI,Northern America,5,26.29603975,-98.56500629
45758,North Africa,24-Jul-18,2018,Jul,1,0,1,0,0,1,0,Shot,"Checkpoint in Al Baydan, Libya","EFE, Libya Observer", ,"https://bit.ly/2OigEcD, https://bit.ly/2Ol98gX",Northern Africa,3,25.853161,14.22244
45814,US-Mexico Border,24-Jul-18,2018,Jul,1,0,1,0,0,1,0,"Dehydration, Exposure, Hyperthermia","Open desert near Calexico, Imperial County, California, USA","Imperial County Coroner's Office, La Crónica",Central America to US,https://bit.ly/2LWyDH1,Northern America,5,32.69922199,-115.2280386
45828,US-Mexico Border,24-Jul-18,2018,Jul,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,31.8529343,-112.7287505
45864,South America,24-Jul-18,2018,Jul,0,1,1,0,1,0,0,Hypothermia,"Road between Cúcuta and Bucaramanga, near Berlín, Santander province, Colombia",Caracol Radio, ,https://bit.ly/2uRT2Uf,South America,1,7.18334,-72.8833
51224,Horn of Africa,24-Jul-18,2018,Jul,1,0,1,0,0,0,0,"Sickness and lack of access to medicines, Dehydration","Near Dhobley, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,2.5,42.329444
51225,Sub-Saharan Africa,24-Jul-18,2018,Jul,1,0,1,0,0,1,0,Unknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Western Africa,2,16.967643,7.985137
45825,US-Mexico Border,23-Jul-18,2018,Jul,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,32.3770211,-113.1654307
45826,US-Mexico Border,23-Jul-18,2018,Jul,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,32.3770211,-113.1654307
45827,Europe,23-Jul-18,2018,Jul,1,0,1,0,0,1,0,Stabbed,Near Greek border with the former Yugoslav Republic of Macedonia,Lahore Daily Times,Western Balkans,https://bit.ly/2LTo5t3,Southern Europe,1,41.076758,22.23965977
48329,Middle East,23-Jul-18,2018,Jul,3,0,3,0,1,1,1,Shot,"Syria-Turkey border, near Al-Deriyyeh, Darkush, Idlib Governorate, Syria",Syrian Observatory for Human Rights, ,http://www.syriahr.com/en/?p=98661,Western Asia,4,36.0087039,36.37542524
51221,North Africa,23-Jul-18,2018,Jul,2,0,2,0,0,2,0,"Sickness and lack of access to medicines, Starvation, Dehydration",Sudanese Libyan border,Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.053344,24.890891
51222,Horn of Africa,23-Jul-18,2018,Jul,1,0,1,0,0,1,1,Vehicle Accident,"Galkayo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,6.770377,47.41765
51223,North Africa,23-Jul-18,2018,Jul,1,0,1,0,0,0,0,"Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,22.396611,26.693147
51491,Sub-Saharan Africa,23-Jul-18,2018,Jul,1,0,1,0,1,0,0,Killed by hippopotamus,"Limpopo river, Beitbridge, Zimbabwe-South Africa border",NewsdzeZimbabwe, ,https://bit.ly/2TRKyqt,Southern Africa,1,-22.22754806,30.00482647
45754,US-Mexico Border,22-Jul-18,2018,Jul,1,0,1,2,1,0,0,Dehydration,"Ranch near Laredo, Webb County, Texas, USA",El Mañana,Central America to US,https://bit.ly/2uRuo66,Northern America,1,27.59122842,-99.40592836
45824,US-Mexico Border,22-Jul-18,2018,Jul,1,0,1,0,0,1,0,Unknown (mummified remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5,32.0250357,-111.3268649
49500,Southeast Asia,22-Jul-18,2018,Jul,1,0,1,0,0,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Songkhla province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,South-eastern Asia,2,6.505391,100.68001
51219,North Africa,22-Jul-18,2018,Jul,1,0,1,0,0,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.983583,23.441843
51220,North Africa,22-Jul-18,2018,Jul,1,0,1,0,1,0,0,"Sickness and lack of access to medicines, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,24.740071,13.7307
45751,US-Mexico Border,21-Jul-18,2018,Jul,1,0,1,1,0,1,0,Dehydration,"Ranch near Hebbronville, Jim Hogg County, Texas, USA",El Mañana,Central America to US,https://bit.ly/2K2bPAY,Northern America,1,27.13573851,-98.64676591
45810,US-Mexico Border,21-Jul-18,2018,Jul,1,0,1,0,1,0,0,Dehydration,"Ranch near Laredo, Webb County, Texas, USA",Chapin TV,Central America to US,https://bit.ly/2LYaz6E,Northern America,1,27.60461584,-99.39906191
45823,Central America,21-Jul-18,2018,Jul,1,0,1,0,0,1,0,Hit by train,"Train tracks near Colonia Pascualitos, Mexicali, Mexico","MBC Network, Veraz Informa", ,"https://bit.ly/2OFHSKn, https://bit.ly/2AEFCQK",Northern America,3,32.3881816,-115.2257264
51213,North Africa,21-Jul-18,2018,Jul,1,0,1,0,0,1,0,"Sickness and lack of access to medicines, Starvation, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,23.648314,22.326002
51214,North Africa,21-Jul-18,2018,Jul,2,0,2,0,1,1,1,"Excessive Physical Abuse, Sexual abuse","Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.943709,27.672666
51215,North Africa,21-Jul-18,2018,Jul,2,0,2,0,1,1,0,"Sickness and lack of access to medicines, Vehicle Accident","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,19.635357,27.103538
51216,North Africa,21-Jul-18,2018,Jul,2,0,2,0,2,0,0,"Excessive Physical Abuse, Sexual abuse","Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Northern Africa,2,21.943709,27.672666
51217,Horn of Africa,21-Jul-18,2018,Jul,2,0,2,0,0,2,0,Shot or stabbed,"Near Negele, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,5.321172,39.569408
51218,Horn of Africa,21-Jul-18,2018,Jul,7,0,7,0,2,2,2,Shot or stabbed,"Near Negele, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi), ,http://www.mixedmigration.org/4mi/,Eastern Africa,2,5.321172,39.569408
45753,US-Mexico Border,20-Jul-18,2018,Jul,1,0,1,0,0,1,0,Drowning,"Río Bravo, near International Bridge II, Piedras Negras, Coahuila, Mexico",La Rancherita del Aire,Central America to US,https://bit.ly/2uJlgjL,Central America,1,28.69742536,-100.5108255
45794,Mediterranean,20-Jul-18,2018,Jul,0,3,3,10,0,0,0,Presumed drowning,"Off the coast of Cherchell, Wilaya of Tipasa, Algeria","El Watan, Algérie Presse Service",Western Mediterranean,"https://bit.ly/2K7OD46, https://bit.ly/2vemF1e",Uncategorized,3,36.82736503,2.019972304
45813,US-Mexico Border,20-Jul-18,2018,Jul,1,0,1,0,0,1,0,"Dehydration, Exposure, Hyperthermia","Wetlands near ranch in Imperial County, California, USA","Imperial County Coroner's Office, La Crónica",Central America to US,"https://bit.ly/2LWyDH1, https://bit.ly/2vbT6OG",Northern America,5,32.70537292,-115.1729994
45839,Europe,20-Jul-18,2018,Jul,2,0,2,0,0,0,0,Hit by train,"Alexandroupolis-Ormenio train line, near Antheia, Alexandropoulis, Greece","IOM Greece, AP, Kathimerini", ,"https://bit.ly/2NDNIe1, https://bit.ly/2NyMiBt",Southern Europe,3,40.8710918,26.04773382
45747,Middle East,19-Jul-18,2018,Jul,2,2,4,5,1,3,3,Drowning,"Bodies recovered from the Evros/Meriç river, near Didymóteicho, Greece","IOM Turkey, Euronews, Patras Times", ,"https://bit.ly/2AbaeJt, https://bit.ly/2mDV2La",Western Asia,4,41.32651129,26.50971343
45748,Mediterranean,19-Jul-18,2018,Jul,2,0,2,0,1,1,0,Presumed drowning,"Bodies recovered in Tajoura and Garabulli, Libya",IOM Libya,Central Mediterranean, ,Uncategorized,4,32.80716844,13.55349588
45749,Central America,19-Jul-18,2018,Jul,1,0,1,0,0,1,0,Fall from train,"Train tracks near Colonia Providencia, Saltillo, Coahuila, Mexico","El Diario de Coahuila, Radio Zocalo",Central America to US,"https://bit.ly/2LwI6S8, https://bit.ly/2vfqmV7",Central America,3,25.42056422,-101.016037
45750,Horn of Africa,19-Jul-18,2018,Jul,3,2,5,160,2,3,0,Drowning,"Bodies retrieved in Al Shoghayrat, Shabwa Governorate, Yemen",IOM Yemen,Horn Africa to Yemen, ,Western Asia,4,13.20886215,47.03261942
